,time,u0,u10000,u20000,u30000,u40000,u50000,u60000,u70000,u80000,u90000,u100000
115,2016-03-04 15:00:00,0.0599999986589,0.0599999986589,0.0599999986589,0.0599999986589,0.0599999986589,0.0599999986589,0.0599999986589,0.0599999986589,0.0599999986589,0.0599999986589,0.0599999986589
116,2016-03-04 18:00:00,-3.65000009537,-3.65000009537,-3.65000009537,-3.65000009537,-3.65000009537,-3.65000009537,-3.65000009537,-3.65000009537,-3.65000009537,-3.65000009537,-3.65000009537
117,2016-03-04 21:00:00,-6.30000019073,-6.30000019073,-6.30000019073,-6.30000019073,-6.30000019073,-6.30000019073,-6.30000019073,-6.30000019073,-6.30000019073,-6.30000019073,-6.30000019073
118,2016-03-05 00:00:00,-9.28999996185,-9.28999996185,-9.28999996185,-9.28999996185,-9.28999996185,-9.28999996185,-9.28999996185,-9.28999996185,-9.28999996185,-9.28999996185,-9.28999996185
119,2016-03-05 03:00:00,-12.4799995422,-12.4799995422,-12.4799995422,-12.4799995422,-12.4799995422,-12.4799995422,-12.4799995422,-12.4799995422,-12.4799995422,-12.4799995422,-12.4799995422
120,2016-03-05 06:00:00,-13.0100002289,-13.0100002289,-13.0100002289,-13.0100002289,-13.0100002289,-13.0100002289,-13.0100002289,-13.0100002289,-13.0100002289,-13.0100002289,-13.0100002289
121,2016-03-05 09:00:00,-11.0100002289,-11.0100002289,-11.0100002289,-11.0100002289,-11.0100002289,-11.0100002289,-11.0100002289,-11.0100002289,-11.0100002289,-11.0100002289,-11.0100002289
122,2016-03-05 12:00:00,-8.88000011444,-8.88000011444,-8.88000011444,-8.88000011444,-8.88000011444,-8.88000011444,-8.88000011444,-8.88000011444,-8.88000011444,-8.88000011444,-8.88000011444
123,2016-03-05 15:00:00,-7.23000001907,-7.23000001907,-7.23000001907,-7.23000001907,-7.23000001907,-7.23000001907,-7.23000001907,-7.23000001907,-7.23000001907,-7.23000001907,-7.23000001907
124,2016-03-05 18:00:00,-4.17000007629,-4.17000007629,-4.17000007629,-4.17000007629,-4.17000007629,-4.17000007629,-4.17000007629,-4.17000007629,-4.17000007629,-4.17000007629,-4.17000007629
125,2016-03-05 21:00:00,-0.819999992847,-0.819999992847,-0.819999992847,-0.819999992847,-0.819999992847,-0.819999992847,-0.819999992847,-0.819999992847,-0.819999992847,-0.819999992847,-0.819999992847
126,2016-03-06 00:00:00,3.99000000954,3.99000000954,3.99000000954,3.99000000954,3.99000000954,3.99000000954,3.99000000954,3.99000000954,3.99000000954,3.99000000954,3.99000000954
127,2016-03-06 03:00:00,4.82999992371,4.82999992371,4.82999992371,4.82999992371,4.82999992371,4.82999992371,4.82999992371,4.82999992371,4.82999992371,4.82999992371,4.82999992371
128,2016-03-06 06:00:00,4.90999984741,4.90999984741,4.90999984741,4.90999984741,4.90999984741,4.90999984741,4.90999984741,4.90999984741,4.90999984741,4.90999984741,4.90999984741
129,2016-03-06 09:00:00,1.21000003815,1.21000003815,1.21000003815,1.21000003815,1.21000003815,1.21000003815,1.21000003815,1.21000003815,1.21000003815,1.21000003815,1.21000003815
130,2016-03-06 12:00:00,-3.6099998951,-3.6099998951,-3.6099998951,-3.6099998951,-3.6099998951,-3.6099998951,-3.6099998951,-3.6099998951,-3.6099998951,-3.6099998951,-3.6099998951
131,2016-03-06 15:00:00,-4.07999992371,-4.07999992371,-4.07999992371,-4.07999992371,-4.07999992371,-4.07999992371,-4.07999992371,-4.07999992371,-4.07999992371,-4.07999992371,-4.07999992371
132,2016-03-06 18:00:00,-3.82999992371,-3.82999992371,-3.82999992371,-3.82999992371,-3.82999992371,-3.82999992371,-3.82999992371,-3.82999992371,-3.82999992371,-3.82999992371,-3.82999992371
133,2016-03-06 21:00:00,-2.97000002861,-2.97000002861,-2.97000002861,-2.97000002861,-2.97000002861,-2.97000002861,-2.97000002861,-2.97000002861,-2.97000002861,-2.97000002861,-2.97000002861
134,2016-03-07 00:00:00,2.45000004768,2.45000004768,2.45000004768,2.45000004768,2.45000004768,2.45000004768,2.45000004768,2.45000004768,2.45000004768,2.45000004768,2.45000004768
135,2016-03-07 03:00:00,4.59000015259,4.59000015259,4.59000015259,4.59000015259,4.59000015259,4.59000015259,4.59000015259,4.59000015259,4.59000015259,4.59000015259,4.59000015259
136,2016-03-07 06:00:00,7.23999977112,7.23999977112,7.23999977112,7.23999977112,7.23999977112,7.23999977112,7.23999977112,7.23999977112,7.23999977112,7.23999977112,7.23999977112
137,2016-03-07 09:00:00,7.11999988556,7.11999988556,7.11999988556,7.11999988556,7.11999988556,7.11999988556,7.11999988556,7.11999988556,7.11999988556,7.11999988556,7.11999988556
138,2016-03-07 12:00:00,7.48999977112,7.48999977112,7.48999977112,7.48999977112,7.48999977112,7.48999977112,7.48999977112,7.48999977112,7.48999977112,7.48999977112,7.48999977112
139,2016-03-07 15:00:00,7.19000005722,7.19000005722,7.19000005722,7.19000005722,7.19000005722,7.19000005722,7.19000005722,7.19000005722,7.19000005722,7.19000005722,7.19000005722
140,2016-03-07 18:00:00,5.55999994278,5.55999994278,5.55999994278,5.55999994278,5.55999994278,5.55999994278,5.55999994278,5.55999994278,5.55999994278,5.55999994278,5.55999994278
141,2016-03-07 21:00:00,2.30999994278,2.30999994278,2.30999994278,2.30999994278,2.30999994278,2.30999994278,2.30999994278,2.30999994278,2.30999994278,2.30999994278,2.30999994278
142,2016-03-08 00:00:00,3.34999990463,3.34999990463,3.34999990463,3.34999990463,3.34999990463,3.34999990463,3.34999990463,3.34999990463,3.34999990463,3.34999990463,3.34999990463
